Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,is_profitable,high_discount,is_standard_shipping
First Class,Corporate,Burlington,North Carolina,27217,South,Office Supplies,Art,9.552,3,0.2,1,7,3,0,2017,3,1,0,0
Standard Class,Consumer,Parma,Ohio,44134,East,Office Supplies,Art,5.248,2,0.2,7,6,2,1,2017,20,1,0,1
Second Class,Consumer,Jackson,Tennessee,38301,South,Office Supplies,Art,9.728,2,0.2,3,8,3,4,2017,25,1,0,0
Standard Class,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,16.52,5,0.2,5,4,2,6,2017,16,1,0,1
Standard Class,Consumer,Tucson,Arizona,85705,West,Office Supplies,Art,86.304,6,0.2,5,12,4,6,2015,6,1,0,1
Standard Class,Consumer,Allentown,Pennsylvania,18103,East,Office Supplies,Art,4.16,2,0.2,5,7,3,4,2016,22,1,0,1
Standard Class,Consumer,Smyrna,Tennessee,37167,South,Office Supplies,Art,6.672,3,0.2,6,12,4,6,2016,11,1,0,1
Second Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Art,4.368,3,0.2,3,7,3,5,2017,29,1,0,0
Standard Class,Home Office,Boynton Beach,Florida,33437,South,Office Supplies,Art,15.528,3,0.2,5,4,2,6,2017,30,1,0,1
Standard Class,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Art,6.408,3,0.2,5,5,2,5,2017,6,1,0,1
Standard Class,Consumer,Salem,Oregon,97301,West,Office Supplies,Art,5.248,2,0.2,4,5,2,4,2015,8,1,0,1
Standard Class,Home Office,Springfield,Oregon,97477,West,Office Supplies,Art,5.344,2,0.2,7,6,2,6,2017,25,1,0,1
Standard Class,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Art,4.224,3,0.2,6,11,4,5,2014,15,1,0,1
Standard Class,Corporate,Lakewood,Ohio,44107,East,Office Supplies,Art,38.864,7,0.2,5,11,4,5,2017,18,1,0,1
Standard Class,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Art,13.12,5,0.2,4,11,4,2,2015,25,1,0,1
Standard Class,Consumer,Denver,Colorado,80219,West,Office Supplies,Art,83.168,4,0.2,7,3,1,0,2014,10,1,0,1
Standard Class,Home Office,Deltona,Florida,32725,South,Office Supplies,Art,17.856,4,0.2,5,10,4,5,2017,21,1,0,1
Second Class,Consumer,Kent,Ohio,44240,East,Office Supplies,Art,14.016,3,0.2,3,1,1,4,2017,27,1,0,0
Standard Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.704,2,0.2,5,12,4,3,2016,1,1,0,1
Second Class,Home Office,Bristol,Tennessee,37620,South,Office Supplies,Art,67.56,3,0.2,2,9,3,5,2016,10,1,0,0
Standard Class,Corporate,Jacksonville,Florida,32216,South,Office Supplies,Art,2.816,2,0.2,5,9,3,5,2014,20,1,0,1
Same Day,Consumer,Marion,Ohio,43302,East,Office Supplies,Art,37.376,8,0.2,0,12,4,6,2015,6,1,0,0
Standard Class,Corporate,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,5,12,4,5,2017,2,1,0,1
First Class,Home Office,Peoria,Arizona,85345,West,Office Supplies,Art,88.04,5,0.2,1,6,2,6,2017,11,1,0,0
First Class,Home Office,Peoria,Arizona,85345,West,Office Supplies,Art,15.872,1,0.2,1,6,2,6,2017,11,1,0,0
Standard Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,10.72,2,0.2,5,8,3,1,2014,19,1,0,1
Standard Class,Corporate,Fairfield,Ohio,45014,East,Office Supplies,Art,4.912,2,0.2,4,9,3,4,2016,23,1,0,1
Standard Class,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Art,2.304,1,0.2,6,8,3,6,2015,16,1,0,1
Same Day,Corporate,Newark,Ohio,43055,East,Office Supplies,Art,13.248,4,0.2,0,12,4,2,2017,27,1,0,0
Standard Class,Home Office,Woodstock,Illinois,60098,Central,Office Supplies,Art,2.912,2,0.2,5,7,3,6,2017,16,1,0,1
Standard Class,Consumer,Asheville,North Carolina,28806,South,Office Supplies,Art,8.76,5,0.2,5,11,4,0,2017,27,1,0,1
First Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,5.248,4,0.2,2,6,2,0,2014,30,1,0,0
Standard Class,Home Office,Jacksonville,Florida,32216,South,Office Supplies,Art,8.016,3,0.2,5,3,1,1,2014,18,1,0,1
First Class,Consumer,Salem,Oregon,97301,West,Office Supplies,Art,7.88,1,0.2,3,11,4,6,2015,1,1,0,0
First Class,Corporate,Lakeland,Florida,33801,South,Office Supplies,Art,60.768,2,0.2,1,6,2,3,2015,11,1,0,0
Second Class,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Art,10.608,6,0.2,2,9,3,0,2017,25,1,0,0
Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,7,3,1,0,2016,21,1,0,1
Second Class,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,7.056,3,0.2,3,10,4,4,2017,27,1,0,0
Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Art,5.16,3,0.2,5,7,3,3,2015,9,1,0,1
First Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Art,6.912,3,0.2,2,9,3,0,2017,4,1,0,0
First Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,2.672,1,0.2,2,9,3,6,2016,18,1,0,0
Second Class,Consumer,Akron,Ohio,44312,East,Office Supplies,Art,8.256,4,0.2,5,9,3,0,2017,4,1,0,0
Standard Class,Corporate,Smyrna,Tennessee,37167,South,Office Supplies,Art,40.776,3,0.2,7,9,3,3,2016,22,1,0,1
First Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,7.056,3,0.2,2,4,2,0,2017,3,1,0,0
Standard Class,Consumer,Newark,Ohio,43055,East,Office Supplies,Art,111.104,7,0.2,4,2,1,0,2016,29,1,0,1
First Class,Corporate,Altoona,Pennsylvania,16602,East,Office Supplies,Art,16.032,6,0.2,1,2,1,4,2015,27,1,0,0
Standard Class,Corporate,Plantation,Florida,33317,South,Office Supplies,Art,11.76,5,0.2,7,11,4,3,2015,12,1,0,1
Standard Class,Corporate,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.368,3,0.2,7,7,3,5,2014,5,1,0,1
Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Art,4.448,2,0.2,4,5,2,6,2016,29,1,0,1
Second Class,Corporate,Asheville,North Carolina,28806,South,Office Supplies,Art,7.872,3,0.2,5,11,4,2,2014,12,1,0,0
Standard Class,Corporate,Tampa,Florida,33614,South,Office Supplies,Art,172.704,6,0.2,4,5,2,4,2015,1,1,0,1
Standard Class,Corporate,Louisville,Colorado,80027,West,Office Supplies,Art,6.848,2,0.2,4,12,4,4,2015,18,1,0,1
First Class,Consumer,Concord,North Carolina,28027,South,Office Supplies,Art,20.016,9,0.2,3,6,2,0,2014,23,1,0,0
Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Art,10.272,3,0.2,4,11,4,5,2014,1,1,0,1
Same Day,Consumer,Lakeland,Florida,33801,South,Office Supplies,Art,10.688,2,0.2,0,10,4,4,2015,23,1,0,0
Second Class,Home Office,Lakewood,Ohio,44107,East,Office Supplies,Art,3.912,1,0.2,3,8,3,4,2014,22,1,0,0
Standard Class,Consumer,Akron,Ohio,44312,East,Office Supplies,Art,14.352,3,0.2,5,2,1,5,2015,14,1,0,1
Second Class,Consumer,Clarksville,Tennessee,37042,South,Office Supplies,Art,36.96,4,0.2,3,12,4,4,2015,4,1,0,0
First Class,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,11.328,2,0.2,1,12,4,0,2016,26,1,0,0
Standard Class,Consumer,Margate,Florida,33063,South,Office Supplies,Art,15.552,3,0.2,5,3,1,1,2014,4,1,0,1
Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,27.384,7,0.2,5,5,2,1,2016,3,1,0,1
Second Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,6.912,3,0.2,5,7,3,6,2015,12,1,0,0
Standard Class,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Art,47.616,3,0.2,6,12,4,5,2016,31,1,0,1
Standard Class,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,13.12,5,0.2,5,12,4,4,2015,11,1,0,1
Standard Class,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,4.224,3,0.2,5,12,4,4,2015,11,1,0,1
Standard Class,Corporate,Jacksonville,Florida,32216,South,Office Supplies,Art,4.768,2,0.2,5,5,2,5,2016,14,1,0,1
Second Class,Corporate,Salem,Oregon,97301,West,Office Supplies,Art,71.632,11,0.2,2,6,2,2,2014,25,1,0,0
Second Class,Corporate,Salem,Oregon,97301,West,Office Supplies,Art,9.328,1,0.2,2,6,2,2,2014,25,1,0,0
Standard Class,Corporate,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,7,0.2,4,12,4,4,2017,15,1,0,1
Standard Class,Home Office,Durham,North Carolina,27707,South,Office Supplies,Art,6.192,3,0.2,6,10,4,4,2014,3,1,0,1
First Class,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,42.048,9,0.2,1,4,2,1,2017,25,1,0,0
First Class,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,67.92,5,0.2,1,4,2,1,2017,25,1,0,0
First Class,Corporate,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1,0.2,2,3,1,6,2015,8,1,0,0
Standard Class,Consumer,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,4,4,2,1,2017,25,1,0,1
Second Class,Consumer,Jupiter,Florida,33458,South,Office Supplies,Art,2.064,1,0.2,5,11,4,0,2017,13,1,0,0
Same Day,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,0,3,1,0,2017,13,1,0,0
Same Day,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,0,3,1,0,2017,13,1,0,0
Same Day,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,0,10,4,4,2014,3,1,0,0
First Class,Home Office,Salem,Oregon,97301,West,Office Supplies,Art,18.688,4,0.2,3,12,4,6,2016,18,1,0,0
Same Day,Corporate,Newark,Ohio,43055,East,Office Supplies,Art,18.656,2,0.2,0,7,3,3,2016,21,1,0,0
Standard Class,Consumer,Marion,Ohio,43302,East,Office Supplies,Art,2.624,1,0.2,7,12,4,6,2014,14,1,0,1
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,95.144,7,0.2,6,10,4,0,2017,2,1,0,1
Standard Class,Home Office,Springfield,Ohio,45503,East,Office Supplies,Art,10.272,3,0.2,7,5,2,4,2017,12,1,0,1
Second Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Art,31.744,2,0.2,3,9,3,6,2016,4,1,0,0
First Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Art,18.48,2,0.2,2,11,4,5,2016,19,1,0,0
Standard Class,Corporate,Miami,Florida,33178,South,Office Supplies,Art,13.632,4,0.2,4,6,2,3,2015,18,1,0,1
Standard Class,Corporate,Springfield,Oregon,97477,West,Office Supplies,Art,23.832,3,0.2,6,9,3,1,2017,19,1,0,1
Standard Class,Consumer,Hendersonville,Tennessee,37075,South,Office Supplies,Art,12.264,7,0.2,4,12,4,5,2017,23,1,0,1
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,51.016,7,0.2,5,11,4,1,2014,25,1,0,1
Standard Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Art,5.304,3,0.2,4,6,2,6,2016,26,1,0,1
Standard Class,Consumer,Bloomington,Illinois,61701,Central,Office Supplies,Art,13.12,5,0.2,5,12,4,3,2015,17,1,0,1
Second Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,9.912,3,0.2,3,8,3,4,2017,18,1,0,0
Same Day,Consumer,Skokie,Illinois,60076,Central,Office Supplies,Art,95.232,6,0.2,0,12,4,3,2017,14,1,0,0
Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,5,5,2,0,2014,26,1,0,1
Second Class,Consumer,Dublin,Ohio,43017,East,Office Supplies,Art,23.92,5,0.2,2,6,2,4,2017,16,1,0,0
Standard Class,Consumer,Greensboro,North Carolina,27405,South,Office Supplies,Art,32.776,1,0.2,6,12,4,5,2017,2,1,0,1
Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,15.76,2,0.2,4,4,2,3,2017,20,1,0,1
Second Class,Corporate,Durham,North Carolina,27707,South,Office Supplies,Art,140.736,4,0.2,2,9,3,0,2015,7,1,0,0
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,8.016,3,0.2,7,10,4,5,2015,10,1,0,1
Standard Class,Home Office,Aurora,Colorado,80013,West,Office Supplies,Art,14.576,2,0.2,5,9,3,3,2014,25,1,0,1
Standard Class,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,4,9,3,4,2016,2,1,0,1
Second Class,Consumer,Hialeah,Florida,33012,South,Office Supplies,Art,30.976,8,0.2,5,10,4,5,2016,1,1,0,0
First Class,Corporate,Phoenix,Arizona,85023,West,Office Supplies,Art,2.912,2,0.2,2,9,3,6,2016,11,1,0,0
Standard Class,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Art,25.92,5,0.2,4,9,3,5,2017,9,1,0,1
Standard Class,Consumer,Miami,Florida,33178,South,Office Supplies,Art,37.376,8,0.2,4,10,4,4,2015,9,1,0,1
Standard Class,Corporate,Jacksonville,Florida,32216,South,Office Supplies,Art,13.584,1,0.2,6,12,4,0,2017,11,1,0,1
Standard Class,Home Office,Phoenix,Arizona,85023,West,Office Supplies,Art,1.408,1,0.2,5,10,4,6,2016,9,1,0,1
First Class,Corporate,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336,4,0.2,3,11,4,3,2017,2,1,0,0
Same Day,Consumer,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,0,5,2,6,2015,31,1,0,0
Standard Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4,0.2,5,4,2,6,2016,10,1,0,1
Standard Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5,0.2,4,7,3,4,2017,14,1,0,1
Standard Class,Consumer,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,4,9,3,4,2015,25,1,0,1
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,5.248,2,0.2,5,9,3,2,2014,17,1,0,1
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3,0.2,5,9,3,2,2014,17,1,0,1
Standard Class,Consumer,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5,0.2,6,9,3,2,2017,13,1,0,1
First Class,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Art,12.672,9,0.2,2,12,4,0,2017,18,1,0,0
Second Class,Corporate,Columbus,Ohio,43229,East,Office Supplies,Art,3.008,2,0.2,2,12,4,0,2015,21,1,0,0
First Class,Home Office,Salem,Oregon,97301,West,Office Supplies,Art,2.224,1,0.2,2,9,3,1,2017,26,1,0,0
First Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Art,7.152,3,0.2,2,8,3,0,2015,24,1,0,0
Standard Class,Home Office,Franklin,Tennessee,37064,South,Office Supplies,Art,2.816,2,0.2,4,9,3,1,2015,22,1,0,1
Standard Class,Consumer,Raleigh,North Carolina,27604,South,Office Supplies,Art,47.616,3,0.2,5,1,1,4,2016,8,1,0,1
Standard Class,Home Office,West Palm Beach,Florida,33407,South,Office Supplies,Art,13.12,5,0.2,4,1,1,5,2015,24,1,0,1
Second Class,Consumer,Thornton,Colorado,80229,West,Office Supplies,Art,13.344,6,0.2,3,12,4,6,2017,3,1,0,0
Second Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Art,7.872,3,0.2,3,1,1,6,2017,22,1,0,0
First Class,Home Office,Lancaster,Ohio,43130,East,Office Supplies,Art,30.816,9,0.2,2,9,3,1,2014,9,1,0,0
Second Class,Corporate,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4,0.2,2,9,3,3,2016,29,1,0,0
Standard Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Art,71.96,5,0.2,4,9,3,1,2017,5,1,0,1
Standard Class,Consumer,Daytona Beach,Florida,32114,South,Office Supplies,Art,2.624,1,0.2,4,4,2,6,2015,26,1,0,1
Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Art,4.448,2,0.2,0,10,4,4,2017,20,1,0,0
Same Day,Home Office,Aurora,Illinois,60505,Central,Office Supplies,Art,36.784,2,0.2,0,5,2,6,2015,10,1,0,0
Standard Class,Consumer,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,7,1,1,0,2017,30,1,0,1
Second Class,Home Office,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,2,6,2,5,2015,13,1,0,0
Second Class,Home Office,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.904,2,0.2,5,12,4,0,2015,21,1,0,0
Standard Class,Home Office,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,4,8,3,1,2014,12,1,0,1
Standard Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,1.752,1,0.2,5,4,2,1,2017,11,1,0,1
Standard Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,20.992,8,0.2,5,4,2,1,2017,11,1,0,1
Standard Class,Consumer,Decatur,Illinois,62521,Central,Office Supplies,Art,28.032,6,0.2,5,2,1,3,2017,16,1,0,1
Second Class,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Art,3.536,2,0.2,4,12,4,0,2016,5,1,0,0
Standard Class,Consumer,Orlando,Florida,32839,South,Office Supplies,Art,55.984,2,0.2,4,11,4,4,2017,3,1,0,1
Standard Class,Consumer,Jackson,Tennessee,38301,South,Office Supplies,Art,23.128,7,0.2,6,12,4,4,2017,22,1,0,1
Standard Class,Corporate,Lakewood,Ohio,44107,East,Office Supplies,Art,19.728,9,0.2,5,12,4,5,2017,2,1,0,1
Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Art,9.344,2,0.2,4,12,4,3,2015,3,1,0,1
Second Class,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Art,18.656,2,0.2,2,3,1,3,2016,24,1,0,0
Second Class,Consumer,Avondale,Arizona,85323,West,Office Supplies,Art,14.576,2,0.2,5,9,3,3,2015,24,1,0,0
Second Class,Consumer,Avondale,Arizona,85323,West,Office Supplies,Art,16.464,7,0.2,5,9,3,3,2015,24,1,0,0
Standard Class,Corporate,Tallahassee,Florida,32303,South,Office Supplies,Art,6.576,3,0.2,6,10,4,4,2017,27,1,0,1
Second Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Art,1.344,1,0.2,4,12,4,1,2014,23,1,0,0
Standard Class,Consumer,Arlington Heights,Illinois,60004,Central,Office Supplies,Art,14.112,6,0.2,4,11,4,4,2016,11,1,0,1
Standard Class,Consumer,Peoria,Arizona,85345,West,Office Supplies,Art,10.272,3,0.2,6,8,3,0,2015,17,1,0,1
Standard Class,Home Office,Jacksonville,Florida,32216,South,Office Supplies,Art,16.256,2,0.2,4,4,2,4,2017,7,1,0,1
First Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,19.456,4,0.2,4,2,1,3,2014,27,1,0,0
Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,54.208,14,0.2,7,2,1,0,2014,17,1,0,1
Same Day,Consumer,Tampa,Florida,33614,South,Office Supplies,Art,4.032,2,0.2,0,3,1,0,2014,31,1,0,0
Same Day,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,17.12,5,0.2,0,9,3,3,2015,24,1,0,0
Standard Class,Consumer,Wheeling,Illinois,60090,Central,Office Supplies,Art,121.536,4,0.2,5,7,3,6,2017,23,1,0,1
Standard Class,Corporate,Bowling Green,Ohio,43402,East,Office Supplies,Art,86.352,3,0.2,5,11,4,3,2017,16,1,0,1
First Class,Corporate,Greensboro,North Carolina,27405,South,Office Supplies,Art,64.68,7,0.2,2,8,3,3,2015,13,1,0,0
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,5.344,2,0.2,4,10,4,1,2016,11,1,0,1
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,27.72,3,0.2,4,10,4,1,2016,11,1,0,1
Standard Class,Corporate,Toledo,Ohio,43615,East,Office Supplies,Art,10.368,2,0.2,5,1,1,0,2015,12,1,0,1
Second Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Art,120.768,4,0.2,4,11,4,4,2014,7,1,0,0
Standard Class,Corporate,Saint Petersburg,Florida,33710,South,Office Supplies,Art,4.448,2,0.2,4,6,2,0,2015,8,1,0,1
Same Day,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Art,19.152,2,0.2,0,10,4,4,2017,6,1,0,0
Standard Class,Consumer,Chandler,Arizona,85224,West,Office Supplies,Art,9.344,2,0.2,5,10,4,4,2017,6,1,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,3.264,2,0.2,4,9,3,3,2015,17,1,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,86.304,6,0.2,4,9,3,3,2015,17,1,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,15.76,2,0.2,4,9,3,3,2015,17,1,0,1
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,4,10,4,4,2017,13,1,0,1
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,4,10,4,4,2017,13,1,0,1
First Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,2,12,4,6,2014,28,1,0,0
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,2,8,3,1,2016,30,1,0,0
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.2,2,8,3,1,2016,30,1,0,0
Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.856,4,0.2,4,4,2,6,2014,13,1,0,0
Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,13,0.2,4,4,2,6,2014,13,1,0,0
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,36.336,3,0.2,4,9,3,3,2015,3,0,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,666.248,1,0.2,4,9,3,3,2015,3,0,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,52.512,6,0.2,4,9,3,3,2015,3,1,0,1
First Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,11.632,2,0.2,2,7,3,3,2016,14,1,0,0
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,5.84,2,0.2,5,7,3,5,2016,16,1,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,21.168,9,0.2,4,5,2,4,2014,23,1,0,1
First Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,3,9,3,3,2016,29,1,0,0
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,447.696,2,0.2,4,6,2,0,2016,20,1,0,1
Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,30.072,3,0.2,2,1,1,3,2014,16,1,0,0
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,6.208,2,0.2,4,6,2,1,2015,16,1,0,1
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,4.416,3,0.2,7,11,4,3,2016,24,1,0,1
Standard Class,Home Office,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,124.608,4,0.2,4,6,2,6,2016,5,0,0,1
Standard Class,Home Office,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,7.56,3,0.2,4,6,2,6,2016,5,1,0,1
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.672,1,0.2,4,9,3,5,2017,9,1,0,1
Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,123.256,7,0.2,6,10,4,3,2017,19,1,0,1
First Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,10.304,1,0.2,2,4,2,6,2014,6,0,0,0
Second Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,6.848,2,0.2,3,9,3,3,2015,24,1,0,0
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,5.04,2,0.2,7,11,4,5,2014,29,1,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,9.344,1,0.2,6,5,2,0,2016,9,1,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,79.36,5,0.2,6,5,2,0,2016,9,1,0,1
First Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,3.168,2,0.2,2,11,4,6,2015,1,0,0,0
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,64.784,1,0.2,6,9,3,6,2014,7,0,0,1
First Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,99.28,2,0.2,3,4,2,0,2017,24,1,0,0
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,434.352,3,0.2,1,12,4,5,2015,19,1,0,0
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,3.552,2,0.2,1,12,4,5,2015,19,1,0,0
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,88.832,4,0.2,1,12,4,5,2015,19,1,0,0
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,11.168,2,0.2,4,10,4,0,2017,30,0,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,19.536,3,0.2,7,1,1,6,2014,5,1,0,1
Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,4663.736,7,0.2,4,9,3,4,2017,22,0,0,0
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,78.256,2,0.2,6,6,2,3,2015,25,0,0,1
First Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,11.12,5,0.2,2,7,3,5,2015,11,1,0,0
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Envelopes,104.68,5,0.2,4,12,4,4,2017,1,1,0,1
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,10.584,7,0.2,4,11,4,0,2015,30,0,0,1
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,16.688,7,0.2,4,9,3,3,2016,1,1,0,1
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.68,2,0.2,5,8,3,4,2014,1,1,0,1
