Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,margin_potential
First Class,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Storage,25.696,2,0.2,1.9272,2,8,3,4,2017,25,20.556800000000003
Second Class,Corporate,Miramar,Florida,33023,South,Office Supplies,Storage,81.36,5,0.2,-19.323,5,11,4,5,2017,18,65.08800000000001
Standard Class,Corporate,Springfield,Oregon,97477,West,Office Supplies,Storage,718.64,10,0.2,-161.694,6,10,4,0,2015,26,574.912
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.784,1,0.2,-18.196,6,4,2,0,2017,24,58.22720000000001
Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Storage,294.368,4,0.2,-58.8736,4,9,3,6,2015,20,235.4944
Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Storage,4.768,2,0.2,-0.7748,0,10,4,4,2017,20,3.8144
Second Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,4,3,1,3,2015,5,48.3328
Standard Class,Home Office,Tampa,Florida,33614,South,Office Supplies,Storage,432.456,3,0.2,32.4342,4,2,1,6,2016,21,345.9648
First Class,Home Office,Hialeah,Florida,33012,South,Office Supplies,Storage,61.68,5,0.2,5.397,1,9,3,4,2017,8,49.344
Standard Class,Consumer,Glendale,Arizona,85301,West,Office Supplies,Storage,10.744,1,0.2,0.8058,5,4,2,0,2015,13,8.5952
Second Class,Consumer,Hollywood,Florida,33021,South,Office Supplies,Storage,9.952,1,0.2,0.9952,4,10,4,3,2015,22,7.961600000000001
Same Day,Consumer,Columbus,Ohio,43229,East,Office Supplies,Storage,54.224,2,0.2,3.389,0,3,1,3,2017,16,43.3792
Same Day,Consumer,Plantation,Florida,33317,South,Office Supplies,Storage,150.408,9,0.2,-33.8418,0,3,1,6,2015,22,120.32639999999999
Standard Class,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Storage,39.808,4,0.2,3.9808,4,11,4,6,2016,27,31.846400000000003
Standard Class,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Storage,704.76,5,0.2,26.4285,5,7,3,4,2016,29,563.808
Second Class,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Storage,118.16,2,0.2,-25.109,5,12,4,5,2014,27,94.528
Standard Class,Consumer,Decatur,Illinois,62521,Central,Office Supplies,Storage,50.352,3,0.2,-8.1822,5,2,1,3,2017,16,40.2816
Standard Class,Corporate,Nashville,Tennessee,37211,South,Office Supplies,Storage,142.776,1,0.2,17.847,5,6,2,3,2017,15,114.22080000000001
Standard Class,Corporate,Murfreesboro,Tennessee,37130,South,Office Supplies,Storage,22.512,3,0.2,2.2512,4,12,4,6,2015,27,18.009600000000002
Second Class,Consumer,Salem,Oregon,97301,West,Office Supplies,Storage,29.304,3,0.2,2.5641,2,3,1,4,2015,20,23.4432
Standard Class,Consumer,Jackson,Tennessee,38301,South,Office Supplies,Storage,26.16,3,0.2,1.962,6,12,4,4,2017,22,20.928
First Class,Consumer,Memphis,Tennessee,38109,South,Office Supplies,Storage,39.128,1,0.2,-8.8038,2,12,4,1,2014,30,31.302400000000002
Second Class,Consumer,Springfield,Ohio,45503,East,Office Supplies,Storage,295.4,5,0.2,-62.7725,3,9,3,5,2016,17,236.32
Standard Class,Corporate,Wilson,North Carolina,27893,South,Office Supplies,Storage,129.552,3,0.2,-22.6716,5,4,2,1,2016,12,103.6416
Standard Class,Corporate,Wilson,North Carolina,27893,South,Office Supplies,Storage,51.984,1,0.2,-5.1984,5,4,2,1,2016,12,41.5872
Standard Class,Home Office,Allentown,Pennsylvania,18103,East,Office Supplies,Storage,663.072,6,0.2,-165.768,4,8,3,4,2015,21,530.4576000000001
Second Class,Corporate,Delray Beach,Florida,33445,South,Office Supplies,Storage,184.704,6,0.2,13.8528,3,5,2,3,2016,26,147.7632
Second Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Storage,424.272,2,0.2,-10.6068,4,12,4,1,2014,23,339.4176
Second Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Storage,83.92,5,0.2,-1.049,4,12,4,1,2014,23,67.13600000000001
Second Class,Corporate,Glendale,Arizona,85301,West,Office Supplies,Storage,104.696,1,0.2,6.5435,4,3,1,3,2016,10,83.7568
Second Class,Consumer,Bowling Green,Ohio,43402,East,Office Supplies,Storage,435.504,3,0.2,48.9942,2,8,3,0,2015,24,348.4032
Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Storage,32.592,3,0.2,-7.7406,6,12,4,4,2014,19,26.0736
First Class,Consumer,Newark,Ohio,43055,East,Office Supplies,Storage,195.64,5,0.2,-44.019,2,5,2,1,2016,3,156.512
Same Day,Consumer,Columbus,Ohio,43229,East,Office Supplies,Storage,33.568,2,0.2,1.6784,0,9,3,3,2015,24,26.8544
Standard Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Storage,195.136,4,0.2,-43.9056,5,4,2,0,2017,17,156.1088
Standard Class,Corporate,Lancaster,Ohio,43130,East,Office Supplies,Storage,194.352,3,0.2,-43.7292,5,11,4,5,2017,4,155.48160000000001
Standard Class,Consumer,Glendale,Arizona,85301,West,Office Supplies,Storage,35.168,2,0.2,-8.3524,5,6,2,3,2017,8,28.1344
Second Class,Consumer,Lancaster,Pennsylvania,17602,East,Office Supplies,Storage,221.024,2,0.2,-55.256,2,11,4,6,2017,12,176.81920000000002
Standard Class,Corporate,Saint Petersburg,Florida,33710,South,Office Supplies,Storage,516.96,4,0.2,-6.462,4,6,2,0,2015,8,413.56800000000004
First Class,Consumer,Decatur,Illinois,62521,Central,Office Supplies,Storage,132.696,3,0.2,9.9522,3,6,2,1,2014,3,106.1568
Same Day,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Storage,290.336,2,0.2,32.6628,0,10,4,4,2017,6,232.26880000000003
First Class,Home Office,Cleveland,Ohio,44105,East,Office Supplies,Storage,848.544,4,0.2,-21.2136,1,4,2,3,2017,20,678.8352
Standard Class,Consumer,Louisville,Colorado,80027,West,Office Supplies,Storage,237.096,3,0.2,20.7459,4,8,3,0,2017,21,189.67680000000001
Standard Class,Corporate,Gilbert,Arizona,85234,West,Office Supplies,Art,1113.024,8,0.2,111.3024,5,12,4,4,2014,5,890.4191999999999
Standard Class,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Art,3.304,1,0.2,1.0738,5,11,4,3,2017,23,2.6432
Standard Class,Consumer,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,4,3,1,4,2014,21,5.926400000000001
Standard Class,Consumer,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,4,3,1,4,2014,21,4.8384
First Class,Consumer,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,3,12,4,3,2015,24,21.7344
Second Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,5,6,2,5,2016,4,5.926400000000001
Standard Class,Corporate,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,4,6,2,4,2017,16,11.212800000000001
Standard Class,Consumer,Tucson,Arizona,85705,West,Office Supplies,Art,9.24,1,0.2,0.924,4,7,3,2,2014,23,7.392
First Class,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Art,2.624,1,0.2,0.4264,2,11,4,0,2014,24,2.0992
Standard Class,Corporate,Wilmington,North Carolina,28403,South,Office Supplies,Art,39.072,6,0.2,9.768,4,4,2,2,2014,16,31.257600000000004
First Class,Consumer,Newark,Ohio,43055,East,Office Supplies,Art,7.152,3,0.2,0.7152,3,10,4,3,2016,20,5.7216000000000005
Second Class,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Art,19.456,4,0.2,3.4048,4,3,1,0,2014,3,15.5648
Standard Class,Consumer,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56,5,0.2,1.7115,7,6,2,3,2017,15,15.648
First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Art,198.272,8,0.2,17.3488,3,5,2,3,2015,14,158.6176
First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Art,2.696,1,0.2,0.8088,3,5,2,3,2015,14,2.1568
Standard Class,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Art,32.76,7,0.2,3.6855,7,6,2,6,2014,29,26.208
Standard Class,Consumer,Denver,Colorado,80219,West,Office Supplies,Art,43.176,3,0.2,4.3176,6,11,4,5,2014,1,34.540800000000004
Standard Class,Corporate,Tampa,Florida,33614,South,Office Supplies,Art,35.216,2,0.2,2.6412,4,7,3,5,2016,23,28.172800000000002
Second Class,Corporate,Jacksonville,Florida,32216,South,Office Supplies,Art,5.248,2,0.2,0.5904,2,1,1,1,2016,5,4.1984
First Class,Consumer,Toledo,Ohio,43615,East,Office Supplies,Art,14.592,3,0.2,2.5536,3,4,2,4,2017,14,11.6736
First Class,Consumer,Toledo,Ohio,43615,East,Office Supplies,Art,89.856,3,0.2,21.3408,3,4,2,4,2017,14,71.8848
Second Class,Consumer,Louisville,Colorado,80027,West,Office Supplies,Art,3.392,1,0.2,0.8056,3,11,4,1,2014,11,2.7136
First Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,23.968,7,0.2,2.6964,1,11,4,0,2017,20,19.174400000000002
First Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,28.728,3,0.2,1.7955,1,11,4,0,2017,20,22.982400000000002
First Class,Corporate,Chicago,Illinois,60610,Central,Office Supplies,Art,8.84,5,0.2,2.9835,3,7,3,6,2017,9,7.072
Standard Class,Corporate,Toledo,Ohio,43615,East,Office Supplies,Art,7.872,3,0.2,1.2792,5,4,2,3,2015,16,6.2976
Standard Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Art,5.248,2,0.2,0.5904,4,3,1,4,2017,10,4.1984
Standard Class,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,14.04,3,0.2,1.5795,4,12,4,3,2015,24,11.232
First Class,Corporate,Burlington,North Carolina,27217,South,Office Supplies,Art,9.552,3,0.2,1.5522,1,7,3,0,2017,3,7.6416
Standard Class,Consumer,Parma,Ohio,44134,East,Office Supplies,Art,5.248,2,0.2,0.5904,7,6,2,1,2017,20,4.1984
Second Class,Consumer,Jackson,Tennessee,38301,South,Office Supplies,Art,9.728,2,0.2,1.7024,3,8,3,4,2017,25,7.7824
Standard Class,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,16.52,5,0.2,2.065,5,4,2,6,2017,16,13.216000000000001
Standard Class,Consumer,Tucson,Arizona,85705,West,Office Supplies,Art,86.304,6,0.2,9.7092,5,12,4,6,2015,6,69.0432
Standard Class,Consumer,Allentown,Pennsylvania,18103,East,Office Supplies,Art,4.16,2,0.2,0.364,5,7,3,4,2016,22,3.3280000000000003
Standard Class,Consumer,Smyrna,Tennessee,37167,South,Office Supplies,Art,6.672,3,0.2,1.668,6,12,4,6,2016,11,5.3376
Second Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Art,4.368,3,0.2,0.3822,3,7,3,5,2017,29,3.4944000000000006
Standard Class,Home Office,Boynton Beach,Florida,33437,South,Office Supplies,Art,15.528,3,0.2,4.8525,5,4,2,6,2017,30,12.422400000000001
Standard Class,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Art,6.408,3,0.2,0.6408,5,5,2,5,2017,6,5.1264
Standard Class,Consumer,Salem,Oregon,97301,West,Office Supplies,Art,5.248,2,0.2,0.5904,4,5,2,4,2015,8,4.1984
Standard Class,Home Office,Springfield,Oregon,97477,West,Office Supplies,Art,5.344,2,0.2,0.7348,7,6,2,6,2017,25,4.275200000000001
Standard Class,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Art,4.224,3,0.2,0.4752,6,11,4,5,2014,15,3.3792000000000004
Standard Class,Corporate,Lakewood,Ohio,44107,East,Office Supplies,Art,38.864,7,0.2,7.7728,5,11,4,5,2017,18,31.0912
Standard Class,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Art,13.12,5,0.2,1.476,4,11,4,2,2015,25,10.496
Standard Class,Consumer,Denver,Colorado,80219,West,Office Supplies,Art,83.168,4,0.2,9.3564,7,3,1,0,2014,10,66.5344
Standard Class,Home Office,Deltona,Florida,32725,South,Office Supplies,Art,17.856,4,0.2,2.0088,5,10,4,5,2017,21,14.284800000000002
Second Class,Consumer,Kent,Ohio,44240,East,Office Supplies,Art,14.016,3,0.2,1.752,3,1,1,4,2017,27,11.212800000000001
Standard Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.704,2,0.2,0.4116,5,12,4,3,2016,1,3.7632
Second Class,Home Office,Bristol,Tennessee,37620,South,Office Supplies,Art,67.56,3,0.2,8.445,2,9,3,5,2016,10,54.048
Standard Class,Corporate,Jacksonville,Florida,32216,South,Office Supplies,Art,2.816,2,0.2,0.9856,5,9,3,5,2014,20,2.2528
Same Day,Consumer,Marion,Ohio,43302,East,Office Supplies,Art,37.376,8,0.2,4.672,0,12,4,6,2015,6,29.9008
Standard Class,Corporate,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,4.1965,5,12,4,5,2017,2,38.368
First Class,Home Office,Peoria,Arizona,85345,West,Office Supplies,Art,88.04,5,0.2,6.603,1,6,2,6,2017,11,70.432
First Class,Home Office,Peoria,Arizona,85345,West,Office Supplies,Art,15.872,1,0.2,1.984,1,6,2,6,2017,11,12.697600000000001
Standard Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,10.72,2,0.2,1.742,5,8,3,1,2014,19,8.576
Standard Class,Corporate,Fairfield,Ohio,45014,East,Office Supplies,Art,4.912,2,0.2,0.307,4,9,3,4,2016,23,3.9296
Standard Class,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Art,2.304,1,0.2,0.2592,6,8,3,6,2015,16,1.8432
Same Day,Corporate,Newark,Ohio,43055,East,Office Supplies,Art,13.248,4,0.2,3.6432,0,12,4,2,2017,27,10.5984
Standard Class,Home Office,Woodstock,Illinois,60098,Central,Office Supplies,Art,2.912,2,0.2,0.91,5,7,3,6,2017,16,2.3296
Standard Class,Consumer,Asheville,North Carolina,28806,South,Office Supplies,Art,8.76,5,0.2,0.7665,5,11,4,0,2017,27,7.008
First Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,5.248,4,0.2,1.64,2,6,2,0,2014,30,4.1984
Standard Class,Home Office,Jacksonville,Florida,32216,South,Office Supplies,Art,8.016,3,0.2,1.002,5,3,1,1,2014,18,6.412800000000001
First Class,Consumer,Salem,Oregon,97301,West,Office Supplies,Art,7.88,1,0.2,1.773,3,11,4,6,2015,1,6.304
First Class,Corporate,Lakeland,Florida,33801,South,Office Supplies,Art,60.768,2,0.2,7.596,1,6,2,3,2015,11,48.6144
Second Class,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Art,10.608,6,0.2,0.9282,2,9,3,0,2017,25,8.486400000000001
Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,1.5066,7,3,1,0,2016,21,10.7136
Second Class,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,7.056,3,0.2,2.205,3,10,4,4,2017,27,5.6448
Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Art,5.16,3,0.2,0.8385,5,7,3,3,2015,9,4.128
First Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Art,6.912,3,0.2,0.864,2,9,3,0,2017,4,5.5296
First Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,2.672,1,0.2,0.3674,2,9,3,6,2016,18,2.1376000000000004
Second Class,Consumer,Akron,Ohio,44312,East,Office Supplies,Art,8.256,4,0.2,0.6192,5,9,3,0,2017,4,6.604800000000001
Standard Class,Corporate,Smyrna,Tennessee,37167,South,Office Supplies,Art,40.776,3,0.2,4.5873,7,9,3,3,2016,22,32.6208
First Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,7.056,3,0.2,2.205,2,4,2,0,2017,3,5.6448
Standard Class,Consumer,Newark,Ohio,43055,East,Office Supplies,Art,111.104,7,0.2,8.3328,4,2,1,0,2016,29,88.8832
First Class,Corporate,Altoona,Pennsylvania,16602,East,Office Supplies,Art,16.032,6,0.2,2.2044,1,2,1,4,2015,27,12.825600000000001
Standard Class,Corporate,Plantation,Florida,33317,South,Office Supplies,Art,11.76,5,0.2,1.323,7,11,4,3,2015,12,9.408
Standard Class,Corporate,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.368,3,0.2,0.3822,7,7,3,5,2014,5,3.4944000000000006
Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Art,4.448,2,0.2,0.3336,4,5,2,6,2016,29,3.5584000000000007
Second Class,Corporate,Asheville,North Carolina,28806,South,Office Supplies,Art,7.872,3,0.2,0.8856,5,11,4,2,2014,12,6.2976
Standard Class,Corporate,Tampa,Florida,33614,South,Office Supplies,Art,172.704,6,0.2,10.794,4,5,2,4,2015,1,138.16320000000002
Standard Class,Corporate,Louisville,Colorado,80027,West,Office Supplies,Art,6.848,2,0.2,0.5992,4,12,4,4,2015,18,5.478400000000001
First Class,Consumer,Concord,North Carolina,28027,South,Office Supplies,Art,20.016,9,0.2,1.7514,3,6,2,0,2014,23,16.0128
Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Art,10.272,3,0.2,0.8988,4,11,4,5,2014,1,8.217600000000001
Same Day,Consumer,Lakeland,Florida,33801,South,Office Supplies,Art,10.688,2,0.2,2.2712,0,10,4,4,2015,23,8.550400000000002
Second Class,Home Office,Lakewood,Ohio,44107,East,Office Supplies,Art,3.912,1,0.2,1.0269,3,8,3,4,2014,22,3.1296
Standard Class,Consumer,Akron,Ohio,44312,East,Office Supplies,Art,14.352,3,0.2,0.897,5,2,1,5,2015,14,11.4816
Second Class,Consumer,Clarksville,Tennessee,37042,South,Office Supplies,Art,36.96,4,0.2,12.012,3,12,4,4,2015,4,29.568
First Class,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,11.328,2,0.2,2.5488,1,12,4,0,2016,26,9.0624
Standard Class,Consumer,Margate,Florida,33063,South,Office Supplies,Art,15.552,3,0.2,2.3328,5,3,1,1,2014,4,12.441600000000001
Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,27.384,7,0.2,2.7384,5,5,2,1,2016,3,21.907200000000003
Second Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,6.912,3,0.2,0.6912,5,7,3,6,2015,12,5.5296
Standard Class,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Art,47.616,3,0.2,3.5712,6,12,4,5,2016,31,38.092800000000004
Standard Class,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,13.12,5,0.2,1.148,5,12,4,4,2015,11,10.496
Standard Class,Consumer,Colorado Springs,Colorado,80906,West,Office Supplies,Art,4.224,3,0.2,0.4752,5,12,4,4,2015,11,3.3792000000000004
Standard Class,Corporate,Jacksonville,Florida,32216,South,Office Supplies,Art,4.768,2,0.2,0.4172,5,5,2,5,2016,14,3.8144
Second Class,Corporate,Salem,Oregon,97301,West,Office Supplies,Art,71.632,11,0.2,17.908,2,6,2,2,2014,25,57.305600000000005
Second Class,Corporate,Salem,Oregon,97301,West,Office Supplies,Art,9.328,1,0.2,0.8162,2,6,2,2,2014,25,7.4624
Standard Class,Corporate,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,7,0.2,1.0192,4,12,4,4,2017,15,8.1536
Standard Class,Home Office,Durham,North Carolina,27707,South,Office Supplies,Art,6.192,3,0.2,0.4644,6,10,4,4,2014,3,4.953600000000001
First Class,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,42.048,9,0.2,5.256,1,4,2,1,2017,25,33.638400000000004
First Class,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,67.92,5,0.2,6.792,1,4,2,1,2017,25,54.336000000000006
First Class,Corporate,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1,0.2,0.8946,2,3,1,6,2015,8,2.7264
Standard Class,Consumer,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.6672,4,4,2,1,2017,25,7.116800000000001
Second Class,Consumer,Jupiter,Florida,33458,South,Office Supplies,Art,2.064,1,0.2,0.1548,5,11,4,0,2017,13,1.6512000000000002
Same Day,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888,0,3,1,0,2017,13,15.5648
Same Day,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86,0,3,1,0,2017,13,23.808000000000003
Same Day,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988,0,10,4,4,2014,3,44.787200000000006
First Class,Home Office,Salem,Oregon,97301,West,Office Supplies,Art,18.688,4,0.2,2.336,3,12,4,6,2016,18,14.9504
Same Day,Corporate,Newark,Ohio,43055,East,Office Supplies,Art,18.656,2,0.2,1.3992,0,7,3,3,2016,21,14.9248
Standard Class,Consumer,Marion,Ohio,43302,East,Office Supplies,Art,2.624,1,0.2,0.2952,7,12,4,6,2014,14,2.0992
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,95.144,7,0.2,10.7037,6,10,4,0,2017,2,76.1152
Standard Class,Home Office,Springfield,Ohio,45503,East,Office Supplies,Art,10.272,3,0.2,1.1556,7,5,2,4,2017,12,8.217600000000001
Second Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Art,31.744,2,0.2,8.3328,3,9,3,6,2016,4,25.395200000000003
First Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Art,18.48,2,0.2,6.006,2,11,4,5,2016,19,14.784
Standard Class,Corporate,Miami,Florida,33178,South,Office Supplies,Art,13.632,4,0.2,3.5784,4,6,2,3,2015,18,10.9056
Standard Class,Corporate,Springfield,Oregon,97477,West,Office Supplies,Art,23.832,3,0.2,6.5538,6,9,3,1,2017,19,19.0656
Standard Class,Consumer,Hendersonville,Tennessee,37075,South,Office Supplies,Art,12.264,7,0.2,1.0731,4,12,4,5,2017,23,9.8112
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,51.016,7,0.2,8.2901,5,11,4,1,2014,25,40.8128
Standard Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Art,5.304,3,0.2,0.4641,4,6,2,6,2016,26,4.243200000000001
Standard Class,Consumer,Bloomington,Illinois,61701,Central,Office Supplies,Art,13.12,5,0.2,1.476,5,12,4,3,2015,17,10.496
Second Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,9.912,3,0.2,1.239,3,8,3,4,2017,18,7.929600000000001
Same Day,Consumer,Skokie,Illinois,60076,Central,Office Supplies,Art,95.232,6,0.2,24.9984,0,12,4,3,2017,14,76.18560000000001
Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,3.1806,5,5,2,0,2014,26,10.7136
Second Class,Consumer,Dublin,Ohio,43017,East,Office Supplies,Art,23.92,5,0.2,1.794,2,6,2,4,2017,16,19.136000000000003
Standard Class,Consumer,Greensboro,North Carolina,27405,South,Office Supplies,Art,32.776,1,0.2,2.4582,6,12,4,5,2017,2,26.220800000000004
Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,15.76,2,0.2,3.546,4,4,2,3,2017,20,12.608
Second Class,Corporate,Durham,North Carolina,27707,South,Office Supplies,Art,140.736,4,0.2,12.3144,2,9,3,0,2015,7,112.58879999999999
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,8.016,3,0.2,1.002,7,10,4,5,2015,10,6.412800000000001
Standard Class,Home Office,Aurora,Colorado,80013,West,Office Supplies,Art,14.576,2,0.2,2.3686,5,9,3,3,2014,25,11.660800000000002
Standard Class,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,3.4048,4,9,3,4,2016,2,15.5648
Second Class,Consumer,Hialeah,Florida,33012,South,Office Supplies,Art,30.976,8,0.2,5.0336,5,10,4,5,2016,1,24.7808
First Class,Corporate,Phoenix,Arizona,85023,West,Office Supplies,Art,2.912,2,0.2,0.91,2,9,3,6,2016,11,2.3296
Standard Class,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Art,25.92,5,0.2,3.888,4,9,3,5,2017,9,20.736000000000004
Standard Class,Consumer,Miami,Florida,33178,South,Office Supplies,Art,37.376,8,0.2,7.4752,4,10,4,4,2015,9,29.9008
Standard Class,Corporate,Jacksonville,Florida,32216,South,Office Supplies,Art,13.584,1,0.2,1.3584,6,12,4,0,2017,11,10.8672
Standard Class,Home Office,Phoenix,Arizona,85023,West,Office Supplies,Art,1.408,1,0.2,0.1584,5,10,4,6,2016,9,1.1264
First Class,Corporate,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336,4,0.2,5.4336,3,11,4,3,2017,2,43.4688
Same Day,Consumer,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556,0,5,2,6,2015,31,8.217600000000001
Standard Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4,0.2,3.2224,5,4,2,6,2016,10,10.8544
Standard Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5,0.2,2.132,4,7,3,4,2017,14,10.496
Standard Class,Consumer,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,12.8744,4,9,3,4,2015,25,102.99520000000001
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,5.248,2,0.2,0.4592,5,9,3,2,2014,17,4.1984
Standard Class,Consumer,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3,0.2,4.782,5,9,3,2,2014,17,30.6048
Standard Class,Consumer,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5,0.2,2.786,6,9,3,2,2017,13,12.736
First Class,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Art,12.672,9,0.2,1.4256,2,12,4,0,2017,18,10.1376
Second Class,Corporate,Columbus,Ohio,43229,East,Office Supplies,Art,3.008,2,0.2,0.3384,2,12,4,0,2015,21,2.4064
First Class,Home Office,Salem,Oregon,97301,West,Office Supplies,Art,2.224,1,0.2,0.556,2,9,3,1,2017,26,1.7792000000000003
First Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Art,7.152,3,0.2,0.7152,2,8,3,0,2015,24,5.7216000000000005
Standard Class,Home Office,Franklin,Tennessee,37064,South,Office Supplies,Art,2.816,2,0.2,0.3168,4,9,3,1,2015,22,2.2528
Standard Class,Consumer,Raleigh,North Carolina,27604,South,Office Supplies,Art,47.616,3,0.2,5.952,5,1,1,4,2016,8,38.092800000000004
Standard Class,Home Office,West Palm Beach,Florida,33407,South,Office Supplies,Art,13.12,5,0.2,2.132,4,1,1,5,2015,24,10.496
Second Class,Consumer,Thornton,Colorado,80229,West,Office Supplies,Art,13.344,6,0.2,1.0008,3,12,4,6,2017,3,10.6752
Second Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Art,7.872,3,0.2,0.8856,3,1,1,6,2017,22,6.2976
First Class,Home Office,Lancaster,Ohio,43130,East,Office Supplies,Art,30.816,9,0.2,2.6964,2,9,3,1,2014,9,24.6528
Second Class,Corporate,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4,0.2,1.1808,2,9,3,3,2016,29,8.3968
Standard Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Art,71.96,5,0.2,7.196,4,9,3,1,2017,5,57.568
